Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Expenditure_Type,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2022,CZ,Czechia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,175915479.0,691.36,90.14
2019,DE,Germany,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,3307278052.0,1071.97,110.56
2022,DE,Germany,TR,Turkey,Total,4 nights or over,Package arrangement,2609888335.0,770.86,63.61
2022,DE,Germany,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,4276974559.0,1263.26,104.24
2019,DK,Denmark,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,317941144.0,1104.37,97.3
2019,EE,Estonia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,71591570.0,1251.02,158.73
2022,EE,Estonia,TR,Turkey,Total,4 nights or over,Package arrangement,89042177.0,1107.2,118.7
2022,EE,Estonia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,124081239.0,1542.9,165.41
2019,EL,Greece,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,19858667.0,479.62,84.67
2022,EL,Greece,TR,Turkey,Total,4 nights or over,Package arrangement,6542807.0,269.15,28.76
2022,EL,Greece,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,17208386.0,707.9,75.64
2019,ES,Spain,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,141747248.0,1304.68,190.55
2022,ES,Spain,TR,Turkey,Total,4 nights or over,Package arrangement,95210863.0,709.46,92.99
2022,ES,Spain,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,221616885.0,1651.37,216.44
2019,FI,Finland,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,209755798.0,1379.62,85.78
2022,FI,Finland,TR,Turkey,Total,4 nights or over,Package arrangement,53062863.0,507.34,55.32
2022,FI,Finland,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,124758084.0,1192.83,130.07
2019,FR,France,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,250668400.0,1430.58,120.9
2022,FR,France,TR,Turkey,Total,4 nights or over,Package arrangement,182575715.0,900.67,87.33
2022,FR,France,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,296119332.0,1460.79,141.63
2019,HR,Croatia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,31641829.0,619.02,99.05
2022,HR,Croatia,TR,Turkey,Total,4 nights or over,Package arrangement,2564710.0,170.69,14.73
2022,HR,Croatia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,13593387.0,904.67,78.07
2019,HU,Hungary,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,56155653.0,449.8,55.94
2022,HU,Hungary,TR,Turkey,Total,4 nights or over,Package arrangement,34802669.0,358.4,51.9
2022,HU,Hungary,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,57542725.0,592.58,85.81
2019,IE,Ireland,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,38540462.0,1278.23,136.86
2019,LT,Lithuania,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,94289252.0,599.35,81.79
2022,LT,Lithuania,TR,Turkey,Total,4 nights or over,Package arrangement,102012009.0,534.33,71.99
2022,LT,Lithuania,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,110459688.0,578.58,77.95
2019,LU,Luxembourg,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,16649999.0,1310.21,122.16
2022,LU,Luxembourg,TR,Turkey,Total,4 nights or over,Package arrangement,10648861.0,505.42,40.2
2022,LU,Luxembourg,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,45179188.0,2144.3,170.55
2019,LV,Latvia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,32899928.0,574.18,68.85
2022,LV,Latvia,TR,Turkey,Total,4 nights or over,Package arrangement,24695693.0,582.57,87.34
2022,LV,Latvia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,35450161.0,836.27,125.37
2019,MK,North Macedonia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,5060461.0,447.54,63.33
2022,MT,Malta,TR,Turkey,Total,4 nights or over,Package arrangement,1333699.0,142.75,17.6
2022,MT,Malta,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,12207598.0,1306.63,161.13
2019,NL,Netherlands,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,548892265.0,922.49,78.24
2022,NL,Netherlands,TR,Turkey,Total,4 nights or over,Package arrangement,179767873.0,446.49,32.62
2022,NL,Netherlands,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,450761566.0,1119.56,81.8
2019,PL,Poland,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,241323994.0,745.93,89.62
2022,PL,Poland,TR,Turkey,Total,4 nights or over,Package arrangement,230670948.0,557.84,72.64
2022,PL,Poland,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,289772626.0,700.77,91.25
2019,PT,Portugal,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,17178373.0,891.15,118.82
2019,RO,Romania,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,57245504.0,692.23,102.07
2022,RO,Romania,TR,Turkey,Total,4 nights or over,Package arrangement,51964179.0,584.68,84.85
2022,RO,Romania,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,91060677.0,1024.58,148.68
2019,SE,Sweden,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,660218177.0,1351.72,159.7
2022,SI,Slovenia,TR,Turkey,Total,4 nights or over,Package arrangement,16896740.0,668.39,90.37
2022,SI,Slovenia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,27024027.0,1068.99,144.54
2019,SK,Slovakia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,185691514.0,915.44,104.77
2022,SK,Slovakia,TR,Turkey,Total,4 nights or over,Package arrangement,112079151.0,747.19,89.6
2022,SK,Slovakia,TR,Turkey,Total,4 nights or over,Total excluding durable/valuable goods,143585517.0,957.23,114.79
2019,AT,Austria,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,69981721.0,757.66,279.03
2022,AT,Austria,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,60297132.0,843.69,334.37
2019,BE,Belgium,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,91720141.0,359.69,152.82
2022,BE,Belgium,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,55214085.0,450.14,196.32
2019,DE,Germany,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,385590482.0,595.76,227.67
2019,DK,Denmark,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,125804378.0,632.59,245.05
2019,ES,Spain,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,221829899.0,461.41,179.85
2022,ES,Spain,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,173786597.0,474.87,185.74
2019,FR,France,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,367647254.0,458.78,193.58
2022,FR,France,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,206912964.0,546.33,240.85
2019,HU,Hungary,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,3291353.0,297.54,101.03
2022,HU,Hungary,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,4616645.0,246.34,114.43
2019,IE,Ireland,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,467344930.0,310.86,160.89
2022,IE,Ireland,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,515404462.0,317.6,161.4
2019,LT,Lithuania,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,7962286.0,202.13,76.34
2022,LT,Lithuania,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,4492970.0,280.22,109.8
2019,LU,Luxembourg,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,18406061.0,618.49,253.74
2022,LU,Luxembourg,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,22366366.0,1085.67,439.05
2019,MT,Malta,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,15666744.0,630.93,236.32
2022,MT,Malta,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,10579389.0,788.66,304.79
2019,NL,Netherlands,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,192384807.0,506.67,207.42
2022,NL,Netherlands,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,128233727.0,460.94,179.79
2019,PL,Poland,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,40524787.0,316.42,122.2
2022,PL,Poland,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,28360914.0,293.92,105.27
2019,PT,Portugal,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,16244469.0,446.41,157.78
2022,PT,Portugal,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,16723224.0,421.13,174.22
2019,SE,Sweden,UK,United Kingdom,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,204335800.0,998.36,388.86
2019,AT,Austria,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,280695162.0,1030.65,166.08
2022,AT,Austria,UK,United Kingdom,Personal reasons,1 night or over,Package arrangement,23484929.0,123.13,24.19
2022,AT,Austria,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,247338124.0,1296.81,254.76
2019,BE,Belgium,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,216299279.0,482.22,103.33
2022,BE,Belgium,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,127282345.0,492.2,86.89
2019,CH,Switzerland,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,251283384.0,1072.37,170.13
2019,CY,Cyprus,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,206252541.0,1116.44,79.87
2022,CY,Cyprus,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,164123504.0,1109.29,85.22
2019,CZ,Czechia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,49469873.0,362.0,61.4
2022,CZ,Czechia,UK,United Kingdom,Personal reasons,1 night or over,Package arrangement,8296860.0,107.22,21.21
2022,CZ,Czechia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,39006371.0,504.09,99.72
2019,DE,Germany,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,2270698151.0,934.96,135.19
2022,DE,Germany,UK,United Kingdom,Personal reasons,1 night or over,Package arrangement,289806197.0,142.52,20.83
2022,DE,Germany,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,2332494242.0,1147.08,167.64
2019,DK,Denmark,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,239333956.0,761.76,181.47
2019,EE,Estonia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,33090615.0,718.53,140.68
2022,EE,Estonia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,27208288.0,1138.99,236.09
2019,EL,Greece,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,41864852.0,641.56,54.99
2022,EL,Greece,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,86774896.0,1146.55,124.32
2019,ES,Spain,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,857888198.0,633.28,110.59
2022,ES,Spain,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,716479092.0,701.24,90.5
2019,FI,Finland,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,198501775.0,971.33,124.19
2022,FI,Finland,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,169568310.0,1071.23,166.96
2019,FR,France,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,1127486725.0,673.6,138.86
2022,FR,France,UK,United Kingdom,Personal reasons,1 night or over,Package arrangement,145382522.0,146.44,26.0
2022,FR,France,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,868613569.0,874.96,155.32
2019,HR,Croatia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,24249791.0,736.03,131.48
2022,HR,Croatia,UK,United Kingdom,Personal reasons,1 night or over,Package arrangement,3214161.0,120.22,23.58
2022,HR,Croatia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,21354921.0,798.76,156.65
2019,HU,Hungary,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,40939665.0,327.29,32.7
2022,HU,Hungary,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,44485333.0,410.7,56.46
2019,IE,Ireland,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,847834956.0,374.66,107.15
2022,IE,Ireland,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,893609322.0,398.28,124.5
2019,IT,Italy,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,499937148.0,701.15,134.2
2022,IT,Italy,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,172402278.0,531.24,88.51
2019,LT,Lithuania,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,49294203.0,248.28,31.62
2022,LT,Lithuania,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,31558560.0,280.01,33.75
2019,LU,Luxembourg,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,54249901.0,789.47,149.17
2022,LU,Luxembourg,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,69748125.0,1174.68,198.78
2019,LV,Latvia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,23771049.0,339.29,54.61
2022,LV,Latvia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,22431444.0,398.87,62.54
2019,MT,Malta,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,75036160.0,788.37,144.68
2022,MT,Malta,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,50263335.0,825.03,144.02
2019,NL,Netherlands,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,670589029.0,683.95,107.01
2022,NL,Netherlands,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,667914740.0,660.14,87.64
2019,PL,Poland,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,440534699.0,430.39,31.64
2022,PL,Poland,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,290580087.0,418.58,28.67
2019,PT,Portugal,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,68264628.0,498.58,81.24
2022,PT,Portugal,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,56391473.0,506.42,74.6
2019,RO,Romania,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,14834464.0,354.65,33.88
2022,RO,Romania,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,22135912.0,568.16,73.78
2019,SE,Sweden,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,692645409.0,1149.83,201.9
2022,SE,Sweden,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,675994558.0,826.78,142.72
2019,SK,Slovakia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,62149805.0,373.09,52.65
2022,SK,Slovakia,UK,United Kingdom,Personal reasons,1 night or over,Total excluding durable/valuable goods,35839381.0,533.83,99.5
2019,AT,Austria,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,210713441.0,1170.75,146.4
2022,AT,Austria,UK,United Kingdom,Personal reasons,4 nights or over,Package arrangement,20668128.0,173.3,26.14
2022,AT,Austria,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,187040992.0,1568.35,236.6
2019,BE,Belgium,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,124579138.0,643.65,83.44
2022,BE,Belgium,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,72068259.0,530.15,60.89
2019,CH,Switzerland,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,204273853.0,1294.49,158.16
2019,CY,Cyprus,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,191625125.0,1168.33,75.88
2022,CY,Cyprus,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,141825725.0,1122.01,76.04
2019,CZ,Czechia,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,37035593.0,385.64,53.3
2019,DE,Germany,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,1885107670.0,1058.19,124.82
2022,DE,Germany,UK,United Kingdom,Personal reasons,4 nights or over,Package arrangement,284731734.0,206.11,23.3
2022,DE,Germany,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,1931244813.0,1398.01,158.05
2019,DK,Denmark,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,113529578.0,984.51,140.95
2019,EE,Estonia,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,22645995.0,760.7,118.8
2019,EL,Greece,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,40612631.0,645.57,53.71
2022,EL,Greece,UK,United Kingdom,Personal reasons,4 nights or over,Package arrangement,6997745.0,106.85,10.43
2022,EL,Greece,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,80665056.0,1231.72,120.18
2019,ES,Spain,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,636058299.0,727.84,97.5
2022,ES,Spain,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,542692496.0,827.57,77.73
2019,FI,Finland,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,184302052.0,1019.46,120.64
2022,FI,Finland,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,154806789.0,1077.93,158.93
2019,FR,France,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,759839471.0,870.92,122.16
2022,FR,France,UK,United Kingdom,Personal reasons,4 nights or over,Package arrangement,121042266.0,197.13,25.57
2022,FR,France,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,661700605.0,1077.67,139.8
2019,HR,Croatia,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,21018725.0,806.68,128.35
2019,HU,Hungary,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,37648312.0,330.17,30.88
2022,HU,Hungary,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,39868688.0,445.09,53.33
2019,IE,Ireland,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,380490026.0,500.95,75.98
2022,IE,Ireland,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,378204860.0,609.14,94.92
2019,IT,Italy,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,379622522.0,808.07,120.34
2022,IT,Italy,UK,United Kingdom,Personal reasons,4 nights or over,Package arrangement,32170375.0,145.53,19.57
2022,IT,Italy,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,135667557.0,613.74,82.52
2019,LT,Lithuania,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,41331917.0,259.7,28.42
2022,LT,Lithuania,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,27065590.0,279.97,30.27
2019,LU,Luxembourg,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,35843841.0,920.09,123.12
2022,LU,Luxembourg,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,47381759.0,1221.97,157.97
2019,LV,Latvia,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,19803945.0,354.9,49.29
2022,LV,Latvia,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,17243383.0,420.1,54.44
2019,MT,Malta,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,59369416.0,843.95,131.25
2022,MT,Malta,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,39683946.0,835.3,126.26
2019,NL,Netherlands,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,478204221.0,795.99,89.56
2022,NL,Netherlands,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,539681013.0,735.68,78.12
2019,PL,Poland,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,400009912.0,446.69,29.44
2022,PL,Poland,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,262219173.0,438.7,26.58
2019,PT,Portugal,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,52020159.0,517.47,70.55
2022,PT,Portugal,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,39668250.0,553.7,60.11
2019,RO,Romania,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,13229175.0,370.57,31.53
2022,RO,Romania,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,19850867.0,570.5,68.58
2019,SE,Sweden,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,488309610.0,1227.78,168.08
2022,SE,Sweden,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,552338196.0,839.27,126.94
2019,SK,Slovakia,UK,United Kingdom,Personal reasons,4 nights or over,Total excluding durable/valuable goods,44084583.0,373.64,42.02
2022,AT,Austria,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,27709994.0,704.72,285.76
2019,BE,Belgium,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,45038185.0,585.57,310.76
2019,ES,Spain,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,63749591.0,668.71,391.01
2019,FR,France,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,149624361.0,685.31,412.4
2022,FR,France,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,128346311.0,872.77,389.31
2019,HU,Hungary,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,5694079.0,434.86,223.31
2019,IE,Ireland,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,161371040.0,504.79,315.12
2022,IE,Ireland,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,98599320.0,516.91,331.19
2022,LT,Lithuania,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,2281136.0,371.79,160.45
2019,LU,Luxembourg,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,19004149.0,789.77,426.69
2022,LU,Luxembourg,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,15515643.0,926.82,478.79
2019,MT,Malta,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,11136073.0,747.54,308.94
2019,NL,Netherlands,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,116414589.0,715.24,377.9
2022,NL,Netherlands,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,76908660.0,803.05,393.57
2019,PL,Poland,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,14576238.0,501.58,201.23
2022,PL,Poland,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Package arrangement,5512438.0,264.62,107.29
2022,PL,Poland,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,13262407.0,636.66,258.14
2019,PT,Portugal,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,8145242.0,372.22,187.48
2022,PT,Portugal,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,11912101.0,640.3,310.67
2019,SE,Sweden,UK,United Kingdom,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,233128560.0,896.14,593.68
2022,AT,Austria,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,35701152.0,789.79,282.41
2019,BE,Belgium,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,57540774.0,643.08,257.81
2022,BE,Belgium,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,32694214.0,642.07,114.2
2019,CY,Cyprus,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,70968127.0,1654.29,366.23
2019,DE,Germany,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,616020801.0,1113.28,163.64
2019,DK,Denmark,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,107622630.0,888.31,290.61
2019,ES,Spain,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,115679558.0,871.46,166.89
2022,ES,Spain,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,49671671.0,839.98,382.65
2019,FI,Finland,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,155361351.0,1401.89,254.54
2019,FR,France,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,282130904.0,856.27,291.62
2022,FR,France,UK,United Kingdom,"Professional, business",1 night or over,Package arrangement,28853630.0,115.57,28.75
2022,FR,France,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,209880010.0,840.68,209.14
2019,HU,Hungary,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,13005911.0,521.05,146.05
2022,HU,Hungary,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,10158016.0,547.66,137.02
2019,IE,Ireland,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,241601968.0,618.56,239.78
2022,IE,Ireland,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,144088908.0,660.6,319.03
2019,LT,Lithuania,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,16303975.0,878.7,106.41
2022,LT,Lithuania,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,21041882.0,675.45,86.54
2019,LU,Luxembourg,UK,United Kingdom,"Professional, business",1 night or over,Total excluding durable/valuable goods,25705168.0,812.33,311.51
